Id,ActivityDay,TotalSteps,TotalDistance,Calories,StepTotal,TotalTimeInBed
2873212765,05-12-16,7566,5.110000134,1431,7566,416
3372868164,04-12-16,4747,3.24000001,1788,4747,636
3372868164,4/13/2016,9715,6.630000114,2093,9715,575
3372868164,4/14/2016,8844,6.03000021,2065,8844,415
3372868164,4/15/2016,7451,5.079999924,1908,7451,698
3372868164,4/16/2016,6905,4.730000019,1908,6905,507
3372868164,4/17/2016,8199,5.880000114,1964,8199,603
3372868164,4/18/2016,6798,4.639999866,2014,6798,522
3372868164,4/19/2016,7711,5.260000229,1985,7711,260
3372868164,4/20/2016,4880,3.329999924,1867,4880,441
3372868164,4/21/2016,8857,6.070000172,2124,8857,406
3372868164,4/22/2016,3843,2.619999886,1669,3843,387
3372868164,4/23/2016,7396,5.070000172,1995,7396,679
3372868164,4/24/2016,6731,4.590000153,1921,6731,535
3372868164,4/25/2016,5995,4.090000153,2010,5995,386
3372868164,4/26/2016,8283,5.789999962,2057,8283,366
3372868164,4/27/2016,7904,5.420000076,2095,7904,446
3372868164,4/28/2016,5512,3.75999999,1972,5512,458
3372868164,4/29/2016,9135,6.230000019,2044,9135,535
3372868164,4/30/2016,5250,3.579999924,1946,5250,424
3372868164,05-01-16,3077,2.099999905,1237,3077,457
3977333714,04-12-16,8856,5.980000019,1450,8856,435
3977333714,4/13/2016,10035,6.710000038,1495,10035,546
3977333714,4/14/2016,7641,5.110000134,1433,7641,514
3977333714,4/15/2016,9010,6.059999943,1468,9010,415
3977333714,4/16/2016,13459,9,1625,13459,446
3977333714,4/17/2016,10415,6.96999979,1529,10415,467
3977333714,4/18/2016,11663,7.800000191,1584,11663,453
3977333714,4/19/2016,12414,8.779999733,1638,12414,447
3977333714,4/20/2016,11658,7.829999924,1554,11658,424
3977333714,4/21/2016,6093,4.079999924,1397,6093,426
3977333714,4/22/2016,8911,5.960000038,1481,8911,482
3977333714,4/23/2016,12058,8.069999695,1638,12058,418
3977333714,4/24/2016,14112,10,1655,14112,455
3977333714,4/25/2016,11177,8.479999542,1570,11177,491
3977333714,4/26/2016,11388,7.619999886,1551,11388,462
3977333714,4/27/2016,7193,5.039999962,1377,7193,334
3977333714,4/28/2016,7114,4.880000114,1407,7114,569
3977333714,4/29/2016,10645,7.75,1545,10645,497
3977333714,4/30/2016,13238,9.199999809,1650,13238,481
3977333714,05-01-16,10414,7.070000172,1501,10414,480
3977333714,05-02-16,16520,11.05000019,1760,16520,535
3977333714,05-03-16,14335,9.590000153,1710,14335,82
3977333714,05-04-16,13559,9.43999958,1628,13559,61
3977333714,05-05-16,12312,8.579999924,1618,12312,525
3977333714,05-06-16,11677,8.279999733,1590,11677,465
3977333714,05-07-16,11550,7.730000019,1574,11550,476
3977333714,05-08-16,13585,9.090000153,1633,13585,386
3977333714,05-09-16,14687,10.07999992,1667,14687,483
3977333714,05-10-16,13072,8.779999733,1630,13072,502
3977333714,05-11-16,746,0.5,52,746,411
4020332650,04-12-16,8539,6.119999886,3654,8539,448
4020332650,4/13/2016,0,0,1981,0,704
4020332650,4/14/2016,108,0.079999998,2011,108,447
4020332650,4/15/2016,1882,1.350000024,2951,1882,500
4020332650,4/16/2016,1982,1.419999957,3051,1982,479
4020332650,4/17/2016,16,0.01,1990,16,367
4020332650,4/18/2016,62,0.039999999,1995,62,489
4020332650,4/19/2016,0,0,1980,0,407
4020332650,4/20/2016,0,0,1980,0,459
4020332650,4/21/2016,0,0,1980,0,461
4020332650,4/22/2016,0,0,1980,0,436
4020332650,4/23/2016,0,0,1980,0,333
4020332650,4/24/2016,0,0,1980,0,548
4020332650,4/25/2016,0,0,1980,0,510
4020332650,4/26/2016,0,0,1980,0,438
4020332650,4/27/2016,0,0,1980,0,463
4020332650,4/28/2016,0,0,1980,0,457
4020332650,4/29/2016,0,0,1980,0,493
4020332650,4/30/2016,0,0,1980,0,337
4020332650,05-01-16,0,0,1980,0,75
4020332650,05-02-16,475,0.340000004,2207,475,356
4020332650,05-03-16,4496,3.220000029,2828,4496,487
4020332650,05-04-16,10252,7.349999905,3879,10252,455
4020332650,05-05-16,11728,8.430000305,3429,11728,533
4020332650,05-06-16,4369,3.130000114,2704,4369,689
4020332650,05-07-16,6132,4.400000095,2975,6132,591
4020332650,05-08-16,5862,4.199999809,3089,5862,451
4020332650,05-09-16,4556,3.269999981,2785,4556,421
4020332650,05-10-16,5546,3.980000019,2926,5546,409
4020332650,05-11-16,3689,2.650000095,2645,3689,417
4020332650,05-12-16,590,0.419999987,1120,590,469
4057192912,04-12-16,5394,4.03000021,2286,5394,591
4057192912,4/13/2016,5974,4.46999979,2306,5974,492
4057192912,4/14/2016,0,0,1776,0,402
4057192912,4/15/2016,3984,2.950000048,1527,3984,402
4319703577,04-12-16,7753,5.199999809,2115,7753,584
4319703577,4/13/2016,8204,5.5,2135,8204,600
4319703577,4/14/2016,10210,6.880000114,2302,10210,556
4319703577,4/15/2016,5664,3.799999952,1985,5664,562
4319703577,4/16/2016,4744,3.180000067,1884,4744,555
4319703577,4/17/2016,29,0.02,1464,29,539
4319703577,4/18/2016,2276,1.549999952,1632,2276,385
4319703577,4/19/2016,8925,5.989999771,2200,8925,429
4319703577,4/20/2016,8954,6.010000229,2220,8954,477
4319703577,4/21/2016,3702,2.480000019,1792,3702,417
4319703577,4/22/2016,4500,3.019999981,1886,4500,355
4319703577,4/23/2016,4935,3.309999943,1945,4935,513
4319703577,4/24/2016,4081,2.74000001,1880,4081,606
4319703577,4/25/2016,9259,6.210000038,2314,9259,399
4319703577,4/26/2016,9899,6.639999866,2236,9899,391
4319703577,4/27/2016,10780,7.230000019,2324,10780,387
4319703577,4/28/2016,10817,7.28000021,2367,10817,546
4319703577,4/29/2016,7990,5.360000134,2175,7990,493
4319703577,4/30/2016,8221,5.519999981,2092,8221,552
4319703577,05-01-16,1251,0.839999974,1593,1251,503
4319703577,05-02-16,9261,6.239999771,2270,9261,377
4319703577,05-03-16,9648,6.46999979,2235,9648,547
4319703577,05-04-16,10429,7.019999981,2282,10429,407
4319703577,05-05-16,13658,9.489999771,2530,13658,360
4319703577,05-06-16,9524,6.420000076,2266,9524,428
4319703577,05-07-16,7937,5.329999924,2158,7937,416
4319703577,05-08-16,3672,2.460000038,1792,3672,406
4319703577,05-09-16,10378,6.960000038,2345,10378,360
4319703577,05-10-16,9487,6.369999886,2260,9487,527
4319703577,05-11-16,9129,6.130000114,2232,9129,423
4319703577,05-12-16,17,0.01,257,17,545
4388161847,04-12-16,10122,7.78000021,2955,10122,463
4388161847,4/13/2016,10993,8.449999809,3092,10993,
4388161847,4/14/2016,8863,6.820000172,2998,8863,
4388161847,4/15/2016,8758,6.730000019,3066,8758,
4388161847,4/16/2016,6580,5.059999943,3073,6580,
4388161847,4/17/2016,4660,3.579999924,2572,4660,
4388161847,4/18/2016,11009,9.100000381,3274,11009,
4388161847,4/19/2016,10181,7.829999924,3015,10181,
4388161847,4/20/2016,10553,8.119999886,3083,10553,
4388161847,4/21/2016,10055,7.730000019,3069,10055,
4388161847,4/22/2016,12139,9.340000153,3544,12139,
4388161847,4/23/2016,13236,10.18000031,3306,13236,
4388161847,4/24/2016,10243,7.880000114,2885,10243,
4388161847,4/25/2016,12961,9.970000267,3288,12961,
4388161847,4/26/2016,9461,7.28000021,2929,9461,
4388161847,4/27/2016,11193,8.609999657,3074,11193,
4388161847,4/28/2016,10074,7.75,2969,10074,
4388161847,4/29/2016,9232,7.099999905,2979,9232,
4388161847,4/30/2016,12533,9.640000343,3283,12533,
4388161847,05-01-16,10255,7.889999866,2926,10255,
4388161847,05-02-16,10096,8.399999619,3147,10096,
4388161847,05-03-16,12727,9.789999962,3290,12727,
4388161847,05-04-16,12375,9.520000458,3162,12375,
4388161847,05-05-16,9603,7.380000114,2899,9603,
4388161847,05-06-16,13175,10.13000011,3425,13175,
4388161847,05-07-16,22770,17.54000092,4022,22770,
4388161847,05-08-16,17298,14.38000011,3934,17298,
4388161847,05-09-16,10218,7.860000134,3013,10218,
4388161847,05-10-16,10299,7.920000076,3061,10299,
4388161847,05-11-16,10201,7.840000153,2954,10201,
4388161847,05-12-16,3369,2.589999914,1623,3369,
4445114986,04-12-16,3276,2.200000048,2113,3276,
4445114986,4/13/2016,2961,1.99000001,2095,2961,
4445114986,4/14/2016,3974,2.670000076,2194,3974,
4445114986,4/15/2016,7198,4.829999924,2496,7198,
4445114986,4/16/2016,3945,2.650000095,2180,3945,
4445114986,4/17/2016,2268,1.519999981,1933,2268,
4445114986,4/18/2016,6155,4.239999771,2248,6155,
4445114986,4/19/2016,2064,1.389999986,1954,2064,
4445114986,4/20/2016,2072,1.389999986,1974,2072,
4445114986,4/21/2016,3809,2.559999943,2150,3809,
4445114986,4/22/2016,6831,4.579999924,2432,6831,
4445114986,4/23/2016,4363,2.930000067,2149,4363,
4445114986,4/24/2016,5002,3.359999895,2247,5002,
4445114986,4/25/2016,3385,2.269999981,2070,3385,
4445114986,4/26/2016,6326,4.409999847,2291,6326,
4445114986,4/27/2016,7243,5.03000021,2361,7243,
4445114986,4/28/2016,4493,3.00999999,2203,4493,
4445114986,4/29/2016,4676,3.140000105,2196,4676,
4445114986,4/30/2016,6222,4.179999828,2363,6222,
4445114986,05-01-16,5232,3.50999999,2246,5232,
4445114986,05-02-16,6910,4.75,2336,6910,
4445114986,05-03-16,7502,5.179999828,2421,7502,
4445114986,05-04-16,2923,1.960000038,2070,2923,
4445114986,05-05-16,3800,2.549999952,2120,3800,
4445114986,05-06-16,4514,3.029999971,2211,4514,
4445114986,05-07-16,5183,3.589999914,2123,5183,
4445114986,05-08-16,7303,4.900000095,2423,7303,
4445114986,05-09-16,5275,3.539999962,2281,5275,
4445114986,05-10-16,3915,2.630000114,2181,3915,
4445114986,05-11-16,9105,6.110000134,2499,9105,
4445114986,05-12-16,768,0.519999981,1212,768,
4558609924,04-12-16,5135,3.390000105,1909,5135,
4558609924,4/13/2016,4978,3.289999962,1722,4978,
4558609924,4/14/2016,6799,4.489999771,1922,6799,
4558609924,4/15/2016,7795,5.150000095,2121,7795,
4558609924,4/16/2016,7289,4.820000172,1997,7289,
4558609924,4/17/2016,9634,6.400000095,2117,9634,
4558609924,4/18/2016,8940,5.909999847,2116,8940,
4558609924,4/19/2016,5401,3.569999933,1876,5401,
4558609924,4/20/2016,4803,3.170000076,1788,4803,
4558609924,4/21/2016,13743,9.079999924,2486,13743,
4558609924,4/22/2016,9601,6.349999905,2094,9601,
4558609924,4/23/2016,6890,4.550000191,2085,6890,
4558609924,4/24/2016,8563,5.659999847,2173,8563,
4558609924,4/25/2016,8095,5.349999905,2225,8095,
4558609924,4/26/2016,9148,6.050000191,2223,9148,
4558609924,4/27/2016,9557,6.320000172,2098,9557,
4558609924,4/28/2016,9451,6.25,2185,9451,
4558609924,4/29/2016,7833,5.179999828,1918,7833,
4558609924,4/30/2016,10319,6.820000172,2105,10319,
4558609924,05-01-16,3428,2.269999981,1692,3428,
4558609924,05-02-16,7891,5.21999979,2066,7891,
4558609924,05-03-16,5267,3.480000019,1953,5267,
4558609924,05-04-16,5232,3.460000038,1842,5232,
4558609924,05-05-16,10611,7.010000229,2262,10611,
4558609924,05-06-16,3755,2.480000019,1722,3755,
4558609924,05-07-16,8237,5.440000057,1973,8237,
4558609924,05-08-16,6543,4.329999924,2666,6543,
